,제목,회사명,refine_기술스택,스크랩수,조회수,최소경력,최대경력,주소(시도),주소(시군구),취업축하금,데이터수집일,카테고리,기술스택
28759,개발자(프론트엔드/JAVA/Spring),쥬비스다이어트,"['java', 'javascript', 'Spring']",3,664,2,5,서울,강남구,70,2024-01-02 00:09:53.692668,웹 풀스택 개발자,javascript
28777,다담몰 이커머스 웹 풀스택 개발자,다담리테일,"['asp.net', 'java', 'sql', 'html5', 'css 3', 'rest api', 'javascript']",2,81,3,10,서울,송파구,70,2024-01-02 00:10:01.718071,웹 풀스택 개발자,javascript
28831,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,웹 풀스택 개발자,javascript
28929,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",2,331,2,15,서울,강남구,70,2024-01-02 00:12:08.076274,웹 풀스택 개발자,javascript
28937,웹 개발자 경력 채용,쿤텍,"['javascript', 'python', 'java', 'db']",5,338,4,10,경기,성남시,70,2024-01-02 00:12:20.472699,웹 풀스택 개발자,javascript
29137,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",4,366,3,25,서울,중구,70,2024-01-02 00:12:04.711432,크로스플랫폼 앱개발자,javascript
30106,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,SW/솔루션,javascript
30583,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['jsp', 'javascript', 'html5', 'css 3', 'windows', 'linux']",2,243,3,10,서울,마포구,70,2024-01-02 00:10:44.869038,기술지원,javascript
30646,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",2,331,2,15,서울,강남구,70,2024-01-02 00:12:08.076274,기술지원,javascript
31604,PHP 개발자,휴먼이즈,"['php', 'html5', 'css 3', 'mysql', 'jquery']",37,1253,0,5,서울,용산구,70,2024-01-02 00:10:26.802624,웹 풀스택 개발자,jquery
31619,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,웹 풀스택 개발자,jquery
32894,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,SW/솔루션,jquery
33789,파이썬 백엔드 엔지니어,올거나이즈코리아,"['redis', 'nginx', 'django', 'postgresql', 'tensorflow', 'keras']",28,593,3,10,서울,강남구,70,2024-01-02 00:10:57.449601,서버/백엔드 개발자,django
33816,[에너지IT기업 해줌]빌링(정산) 개발,해줌,"['python', 'django', 'postgresql', 'oracle', 'mariadb', 'mysql', 'linux', 'erp']",21,1003,2,20,서울,송파구,70,2024-01-02 00:11:05.408225,서버/백엔드 개발자,django
33930,[SW개발팀] 백엔드 엔지니어,텔레픽스,"['python', 'javascript', 'django', 'fastapi', 'nestjs', 'docker']",11,435,5,10,서울,영등포구,70,2024-01-02 00:11:51.028020,서버/백엔드 개발자,django
36874,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",38,833,3,10,서울,성동구,70,2024-01-02 00:10:02.822456,프론트엔드 개발자,react
36966,React /Angular 프론트엔드 개발자 채용,나우코딩랩스,"['angular 2', 'react', 'css 3', 'html5', 'sass']",9,425,3,20,서울,중구,70,2024-01-02 00:10:48.256130,프론트엔드 개발자,react
37016,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",13,556,3,7,서울,성동구,70,2024-01-02 00:11:13.491025,프론트엔드 개발자,react
37085,[SW개발팀] 프론트엔드 엔지니어,텔레픽스,"['html5', 'css 3', 'javascript', 'typescript', 'react', 'styled-components', 'emotion', 'recoil', 'zustand']",3,395,5,10,서울,영등포구,70,2024-01-02 00:12:05.804623,프론트엔드 개발자,react
37094,React 프론트엔드 개발자 모집,이원커뮤니케이션,"['javascript', 'react', 'gitlab', 'docker', 'mariadb']",2,240,4,8,서울,금천구,70,2024-01-02 00:12:18.208245,프론트엔드 개발자,react
37142,"여행 IT 개발(JAVA, Spring)자 채용",틱스잇,"['java', 'react', 'vue.js', 'Spring', 'Spring Framework', 'Git', 'Jira', 'Linux', 'AWS']",30,3772,2,10,서울,성동구,70,2024-01-02 00:10:01.718071,웹 풀스택 개발자,react
37149,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",9,1156,3,8,서울,강남구,70,2024-01-02 00:10:03.944325,웹 풀스택 개발자,react
37195,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,웹 풀스택 개발자,react
37271,웹 풀스택 개발자,스마트러닝코리아,"['JavaScript', 'jQuery', 'Spring Framework', 'Spring Boot', 'Spring Security', 'MariaDB', 'react']",1,341,5,10,서울,강남구,70,2024-01-02 00:11:43.140355,웹 풀스택 개발자,react
37501,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",4,366,3,25,서울,중구,70,2024-01-02 00:12:04.711432,크로스플랫폼 앱개발자,react
38131,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",8,945,10,20,서울,강남구,70,2024-01-02 00:11:12.381593,개발 PM,react
38470,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,SW/솔루션,react
39601,프론트엔드 웹개발자 경력직 채용,캐럿글로벌,"['javascript', 'html5', 'css 3', 'vue.js', 'angularjs']",152,5409,1,8,서울,서초구,70,2024-01-02 00:09:42.365476,프론트엔드 개발자,html5
39754,React /Angular 프론트엔드 개발자 채용,나우코딩랩스,"['angular 2', 'react', 'css 3', 'html5', 'sass']",9,425,3,20,서울,중구,70,2024-01-02 00:10:48.256130,프론트엔드 개발자,html5
39785,프론트엔드 개발자 채용,비엠텍시스템,"['java', 'javascript', 'html5', 'css 3', 'angularjs']",18,1096,2,5,서울,송파구,70,2024-01-02 00:11:02.013623,프론트엔드 개발자,html5
39804,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",13,556,3,7,서울,성동구,70,2024-01-02 00:11:13.491025,프론트엔드 개발자,html5
39873,[SW개발팀] 프론트엔드 엔지니어,텔레픽스,"['html5', 'css 3', 'javascript', 'typescript', 'react', 'styled-components', 'emotion', 'recoil', 'zustand']",3,395,5,10,서울,영등포구,70,2024-01-02 00:12:05.804623,프론트엔드 개발자,html5
39929,다담몰 이커머스 웹 풀스택 개발자,다담리테일,"['asp.net', 'java', 'sql', 'html5', 'css 3', 'rest api', 'javascript']",2,81,3,10,서울,송파구,70,2024-01-02 00:10:01.718071,웹 풀스택 개발자,html5
39937,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",9,1156,3,8,서울,강남구,70,2024-01-02 00:10:03.944325,웹 풀스택 개발자,html5
39968,PHP 개발자,휴먼이즈,"['php', 'html5', 'css 3', 'mysql', 'jquery']",37,1253,0,5,서울,용산구,70,2024-01-02 00:10:26.802624,웹 풀스택 개발자,html5
40081,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",2,331,2,15,서울,강남구,70,2024-01-02 00:12:08.076274,웹 풀스택 개발자,html5
41735,[스패로우] 웹 취약점 분석 컨설턴트,파수,"['jsp', 'javascript', 'html5', 'css 3', 'windows', 'linux']",2,243,3,10,서울,마포구,70,2024-01-02 00:10:44.869038,기술지원,html5
41798,글로벌 웹 분석 관련 개발자 (웹 분석 기술 지원),콘센트릭스서비스코리아,"['html5', 'javascript', 'jsp', 'google analytics']",2,331,2,15,서울,강남구,70,2024-01-02 00:12:08.076274,기술지원,html5
41896,[병역특례] 백엔드 개발(Node.js) 산업기능요원 모집,넛지헬스케어,"['Node.js', 'mysql', 'amazon dynamodb', 'postgresql', 'elasticsearch', 'aws']",65,3168,0,3,서울,강남구,70,2024-01-02 00:09:52.534520,서버/백엔드 개발자,mysql
41899,백엔드 개발자 담당 채용,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",12,516,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,mysql
41906,[Platform]Java Backend Server Engineer,앤서스랩코리아,"['java', 'rest api', 'aws', 'spring framework', 'mysql']",8,439,5,13,서울,강남구,70,2024-01-02 00:09:54.854179,서버/백엔드 개발자,mysql
42113,"백엔드 개발자 Backend Developer (API 개발, 3년이상)",스윗코리아,"['mysql', 'rest api', 'python', 'fastapi']",24,598,3,15,서울,강남구,70,2024-01-02 00:10:46.033849,서버/백엔드 개발자,mysql
42167,[쿡앱스] 기술지원팀 서버 프로그래머 (3년이상),쿡앱스,"['typescript', 'python', 'mysql', 'postgresql', 'redis', 'AWS']",44,1549,3,15,경기,성남시,70,2024-01-02 00:11:03.123549,서버/백엔드 개발자,mysql
42180,[에너지IT기업 해줌]빌링(정산) 개발,해줌,"['python', 'django', 'postgresql', 'oracle', 'mariadb', 'mysql', 'linux', 'erp']",21,1003,2,20,서울,송파구,70,2024-01-02 00:11:05.408225,서버/백엔드 개발자,mysql
42243,Node.js 백엔드 개발자 채용,나우코딩랩스,"['node.js', 'typescript', 'aws', 'amazon ec2', 'mysql']",12,676,4,20,서울,중구,70,2024-01-02 00:11:30.577183,서버/백엔드 개발자,mysql
42304,Java 개발자(4년 이상),아이투맥스,"['Java', 'SQL', 'javascript', 'mssql', 'mysql', 'git', 'salesforce', 'salesforce sales cloud']",1,89,4,10,경기,용인시,70,2024-01-02 00:11:55.571503,서버/백엔드 개발자,mysql
42725,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",9,1156,3,8,서울,강남구,70,2024-01-02 00:10:03.944325,웹 풀스택 개발자,mysql
42753,웹 풀스택 개발자 모집,케이알메딕스,"['php', 'mariadb', 'mysql']",9,527,1,10,서울,강남구,70,2024-01-02 00:10:25.673687,웹 풀스택 개발자,mysql
42756,PHP 개발자,휴먼이즈,"['php', 'html5', 'css 3', 'mysql', 'jquery']",37,1253,0,5,서울,용산구,70,2024-01-02 00:10:26.802624,웹 풀스택 개발자,mysql
42771,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,웹 풀스택 개발자,mysql
43227,데이터 엔지니어 (7년이상),스윗코리아,"['aws', 'gcp', 'azure', 'mysql', 'elasticsearch', 'google cloud bigtable', 'linux']",1,173,7,15,서울,강남구,70,2024-01-02 00:12:15.947990,빅데이터 엔지니어,mysql
44046,솔루션 및 웹 개발자 모집(java/jsp),티오이십일콤즈,"['sw', 'java', 'jsp', 'rest api', 'react', 'jquery', 'javascript', 'mysql', 'oracle']",2,482,5,10,서울,구로구,70,2024-01-02 00:10:42.605529,SW/솔루션,mysql
44729,디지털 트윈 백엔드 개발,유비씨,"['node.js', 'docker', 'javascript', 'expressjs', 'typescript', 'sequelize', 'postgresql']",13,511,2,20,경기,안양시,70,2024-01-02 00:10:03.944325,서버/백엔드 개발자,typescript
44955,[쿡앱스] 기술지원팀 서버 프로그래머 (3년이상),쿡앱스,"['typescript', 'python', 'mysql', 'postgresql', 'redis', 'AWS']",44,1549,3,15,경기,성남시,70,2024-01-02 00:11:03.123549,서버/백엔드 개발자,typescript
45031,Node.js 백엔드 개발자 채용,나우코딩랩스,"['node.js', 'typescript', 'aws', 'amazon ec2', 'mysql']",12,676,4,20,서울,중구,70,2024-01-02 00:11:30.577183,서버/백엔드 개발자,typescript
45238,[쉬운 지원] 프론트엔드 개발자,르네상스랩스,"['typescript', 'react', 'javascript', 'solidity']",38,833,3,10,서울,성동구,70,2024-01-02 00:10:02.822456,프론트엔드 개발자,typescript
45372,[Bodyall] React Native 프론트엔드 개발자,미디어캔,"['React Native', 'typescript', 'next.js', 'mobx', 'react query', 'Adobe XD']",8,317,3,7,서울,강서구,70,2024-01-02 00:11:10.064599,프론트엔드 개발자,typescript
45380,[Unstable Treasuries] Web3.0 / React 프론트엔드 개발자,오파트너스,"['javascript', 'typescript', 'react', 'css 3', 'html5', 'next.js', 'webpack', 'github']",13,556,3,7,서울,성동구,70,2024-01-02 00:11:13.491025,프론트엔드 개발자,typescript
45386,프론트엔드팀,더이앤엠,"['next.js', 'es6', 'react.js boilerplate', 'typescript', 'React', 'mobX', 'Redux']",10,581,5,15,서울,서초구,70,2024-01-02 00:11:15.713648,프론트엔드 개발자,typescript
45449,[SW개발팀] 프론트엔드 엔지니어,텔레픽스,"['html5', 'css 3', 'javascript', 'typescript', 'react', 'styled-components', 'emotion', 'recoil', 'zustand']",3,395,5,10,서울,영등포구,70,2024-01-02 00:12:05.804623,프론트엔드 개발자,typescript
45513,웹 풀스택 개발자 경력사원 모집,호들,"['html5', 'css 3', 'typescript', 'react', 'node.js', 'graphql', 'next.js', 'mysql', 'aws']",9,1156,3,8,서울,강남구,70,2024-01-02 00:10:03.944325,웹 풀스택 개발자,typescript
45865,React Native 앱개발자 채용,나우코딩랩스,"['react', 'react native', 'git', 'android os', 'ios', 'javascript', 'aws', 'typescript']",4,366,3,25,서울,중구,70,2024-01-02 00:12:04.711432,크로스플랫폼 앱개발자,typescript
46495,개발팀 리드,오엔제이,"['java', 'spring', 'aws', 'react', 'typescript', 'Spring Data JPA', 'MySQL', 'Redis']",8,945,10,20,서울,강남구,70,2024-01-02 00:11:12.381593,개발 PM,typescript
47403,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['java', 'spring boot', 'spring data jpa', 'mariadb', 'redis', 'mongodb', 'aws', 'git', 'docker', 'nosql']",222,6141,2,8,서울,강서구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,spring boot
47475,백엔드 개발자 담당 채용,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",12,516,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,spring boot
47496,백엔드 개발자 채용(본사),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",74,2536,2,5,서울,송파구,70,2024-01-02 00:09:57.205315,서버/백엔드 개발자,spring boot
47816,Backend Engineer (In Vehicle Infotainment App Store),42dot,"['rest api', 'java', 'aws', 'spring boot', 'k8s', 'sql', 'nosql']",13,750,5,15,서울,강남구,70,2024-01-02 00:11:29.455575,서버/백엔드 개발자,spring boot
47851,Back-end Developer,코그넷나인,"['java', 'node.js', 'spring boot', 'nginx', 'msa', 'querydsl', 'go', 'spring framework']",6,387,10,15,서울,서초구,70,2024-01-02 00:11:41.976717,서버/백엔드 개발자,spring boot
47943,백엔드 개발자 채용(보령),비엠텍시스템,"['java', 'spring framework', 'spring boot', 'rest api']",1,462,4,8,충남,보령시,70,2024-01-02 00:12:27.296797,서버/백엔드 개발자,spring boot
53456,Java 개발자(4년 이상),아이투맥스,"['Java', 'SQL', 'javascript', 'mssql', 'mysql', 'git', 'salesforce', 'salesforce sales cloud']",1,89,4,10,경기,용인시,70,2024-01-02 00:11:55.571503,서버/백엔드 개발자,mssql
56180,Backend Engineer (In Vehicle Infotainment App Store),42dot,"['rest api', 'java', 'aws', 'spring boot', 'k8s', 'sql', 'nosql']",13,750,5,15,서울,강남구,70,2024-01-02 00:11:29.455575,서버/백엔드 개발자,sql
56657,다담몰 이커머스 웹 풀스택 개발자,다담리테일,"['asp.net', 'java', 'sql', 'html5', 'css 3', 'rest api', 'javascript']",2,81,3,10,서울,송파구,70,2024-01-02 00:10:01.718071,웹 풀스택 개발자,sql
57946,"[SK계열사] Windows 응용프로그램 개발자(C#, VB.net)",파킹클라우드,"['c#', 'vb.net', 'windows', 'sql']",9,760,3,10,서울,금천구,70,2024-01-02 00:10:25.673687,SW/솔루션,sql
61343,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['java', 'spring boot', 'spring data jpa', 'mariadb', 'redis', 'mongodb', 'aws', 'git', 'docker', 'nosql']",222,6141,2,8,서울,강서구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,spring data jpa
61415,백엔드 개발자 담당 채용,인피니티익스체인지코리아,"['spring boot', 'rest api', 'aws', 'mysql', 'redis', 'spring data jpa', 'Spring Data JPA', 'Mybatis']",12,516,3,5,서울,강남구,70,2024-01-02 00:09:53.692668,서버/백엔드 개발자,spring data jpa
64131,[Java/Spring] 백엔드 개발자(신규 웹소설 플랫폼),미스터블루,"['java', 'spring boot', 'spring data jpa', 'mariadb', 'redis', 'mongodb', 'aws', 'git', 'docker', 'nosql']",222,6141,2,8,서울,강서구,70,2024-01-02 00:09:39.036281,서버/백엔드 개발자,mariadb
64484,[에너지IT기업 해줌]빌링(정산) 개발,해줌,"['python', 'django', 'postgresql', 'oracle', 'mariadb', 'mysql', 'linux', 'erp']",21,1003,2,20,서울,송파구,70,2024-01-02 00:11:05.408225,서버/백엔드 개발자,mariadb
